pop_tot_unw,casual_w_P_unw,casual_w_P_m_unw,casual_w_P_f_unw,casual_w_PS_unw,casual_w_PS_m_unw,casual_w_PS_f_unw,worker_P_unw,worker_P_m_unw,worker_P_f_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,labor_force_P_unw,labor_force_P_m_unw,labor_force_P_f_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,casual_w_W_unw,casual_w_W_m_unw,casual_w_W_f_unw,casual_w_WD_unw,casual_w_WD_m_unw,casual_w_WD_f_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,worker_WD_unw,worker_WD_m_unw,worker_WD_f_unw,labor_force_WD_unw,labor_force_WD_m_unw,labor_force_WD_f_unw,pop_unw,pop_m_unw,pop_f_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_pop_PS_unw,s_casual_w_pop_P_unw,s_casual_w_pop_WD_unw,s_casual_w_pop_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_pop_PS_m_unw,s_casual_w_pop_P_m_unw,s_casual_w_pop_WD_m_unw,s_casual_w_pop_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_pop_PS_f_unw,s_casual_w_pop_P_f_unw,s_casual_w_pop_WD_f_unw,s_casual_w_pop_W_f_unw,data,time,state_name,state_code_PLFS
21489,4576,4176,400,4622,4186,436,5363,4843,520,5405,4849,556,5722,5181,541,5764,5187,577,4445,4019,426,4460,4033,427,5309,4759,550,5735,5159,576,5309,4759,550,5735,5159,576,14699,7610,7089,.85513413,.85325378,.84008288,.8372575,.80187368,.79972041,.77768093,.77506536,.31444317,.31131369,.303422,.30240151,.86327076,.86227542,.84744692,.84450513,.80701756,.80602199,.78174067,.77902693,.5500657,.54875165,.52996057,.52812088,.78417265,.76923078,.77636361,.77454543,.75563258,.73937154,.74131942,.73958331,.061503738,.056425449,.060234167,.060093101,PLFS_1920,July 2019 - June 2020,BIHAR,10
2643,731,449,282,807,487,320,1350,815,535,1377,819,558,1386,842,544,1411,845,566,660,404,256,660,404,256,1325,797,528,1369,832,537,1325,797,528,1369,832,537,2102,1065,1037,.58605665,.54148149,.49811321,.49811321,.57193482,.527417,.48210374,.48210374,.38392007,.34776405,.31398669,.31398669,.59462762,.55092025,.50690091,.50690091,.57633138,.53325415,.48557693,.48557693,.457277,.42159626,.37934273,.37934273,.57347673,.52710283,.4848485,.4848485,.56537104,.51838237,.47672254,.47672254,.30858245,.27193829,.24686596,.24686596,PLFS_1920,July 2019 - June 2020,SIKKIM,11
7765,1571,1240,331,1584,1244,340,2444,1910,534,2445,1910,535,2671,2064,607,2672,2064,608,1541,1213,328,1549,1216,333,2437,1904,533,2664,2062,602,2437,1904,533,2664,2062,602,5825,3078,2747,.64785278,.64279866,.63561755,.63233483,.59281439,.58816922,.58145648,.57845348,.27193132,.26969957,.26592276,.26454934,.65130889,.64921468,.63865548,.63707983,.60271317,.60077518,.5897187,.58826381,.40415853,.402859,.39506173,.39408708,.63551402,.61985016,.62476546,.61538464,.55921054,.54530478,.55315614,.54485047,.12377138,.12049509,.12122315,.11940298,PLFS_1920,July 2019 - June 2020,ARUNACHAL PRADESH,12
4275,857,530,327,860,532,328,1384,918,466,1387,920,467,1873,1222,651,1876,1224,652,858,530,328,859,530,329,1386,918,468,1873,1221,652,1386,918,468,1873,1221,652,3300,1681,1619,.62004328,.61921966,.6197691,.61904764,.45842218,.45755473,.45862255,.45808864,.26060605,.25969696,.26030302,.25999999,.5782609,.57734203,.57734203,.57734203,.43464053,.43371522,.43407044,.43407044,.31647828,.31528851,.31528851,.31528851,.70235544,.70171672,.70299143,.70085472,.50306749,.50230414,.50460124,.50306749,.20259419,.20197652,.20321186,.20259419,PLFS_1920,July 2019 - June 2020,NAGALAND,13
10877,2543,1726,817,2569,1735,834,3671,2533,1138,3680,2535,1145,4030,2785,1245,4039,2787,1252,2532,1720,812,2547,1727,820,3663,2529,1134,4029,2785,1244,3663,2529,1134,4029,2785,1244,7836,3876,3958,.69809783,.69272679,.69533169,.69123667,.63604856,.63101739,.6321668,.62844378,.32784584,.32452783,.32503828,.32312405,.68441814,.68140543,.68287861,.68011069,.6225332,.61974865,.62010771,.61759424,.44762641,.44530442,.44556242,.44375646,.72838426,.7179262,.72310406,.71604937,.66613418,.65622491,.65916401,.65273315,.21071248,.20641738,.20717534,.20515412,PLFS_1920,July 2019 - June 2020,MANIPUR,14
6140,1722,1081,640,1741,1098,642,2440,1604,835,2445,1607,837,2606,1706,899,2611,1709,901,1716,1079,636,1726,1089,636,2445,1609,835,2612,1711,900,2445,1609,835,2612,1711,900,4854,2425,2426,.71206546,.70573771,.70593047,.70184052,.66679436,.66078281,.66079634,.65696782,.35867324,.35475895,.35558301,.35352287,.68326074,.67394012,.67681789,.67060286,.64248097,.63364595,.6364699,.63062537,.4527835,.44577318,.44907215,.44494846,.76702511,.76646709,.76167667,.76167667,.71254164,.71190214,.70666665,.70666665,.26463315,.26380873,.26215994,.26215994,PLFS_1920,July 2019 - June 2020,MIZORAM,15
7242,2041,1592,449,2067,1613,454,2810,2158,652,2811,2159,652,2959,2274,685,2960,2275,685,2021,1579,442,2052,1602,450,2802,2151,651,2957,2268,689,2802,2151,651,2957,2268,689,5681,2884,2796,.73532552,.72633451,.73233402,.7212705,.69831079,.68976003,.69394654,.68346298,.36384439,.35926774,.36120403,.35574722,.74710512,.73772013,.74476987,.73407716,.70901102,.70008796,.70634919,.69620812,.55929267,.55201107,.55547851,.54750347,.69631904,.68865031,.69124424,.67895544,.66277373,.65547442,.65312046,.64150941,.16237482,.16058655,.16094421,.15808298,PLFS_1920,July 2019 - June 2020,TRIPURA,16
6172,1507,957,550,1586,965,621,2185,1352,833,2245,1354,891,2295,1402,893,2353,1402,951,1461,917,544,1507,940,567,2197,1350,847,2308,1401,907,2197,1350,847,2308,1401,907,4219,2061,2158,.70645881,.68970251,.68593538,.6649977,.67403316,.65664488,.65294629,.63301557,.37591848,.35719365,.35719365,.34629059,.71270311,.70784026,.69629627,.67925924,.6883024,.68259627,.67094934,.65453249,.46821931,.46433771,.45608929,.44492966,.69696969,.66026413,.66942149,.64226681,.65299684,.61590147,.62513781,.59977949,.28776646,.25486562,.26274329,.25208527,PLFS_1920,July 2019 - June 2020,MEGHALAYA,17
14607,3181,2855,325,3235,2888,346,4627,3899,727,4644,3901,742,5062,4178,883,5078,4179,898,2879,2584,295,2912,2616,296,4468,3768,700,5027,4159,868,4468,3768,700,5027,4159,868,10904,5544,5358,.69659775,.68748647,.65174574,.64435989,.63706183,.62840772,.57927191,.57270736,.29668012,.29172781,.26705796,.26403156,.74032301,.73223901,.69426751,.68577492,.69107443,.68334132,.62899733,.6213032,.5209235,.51497114,.47186148,.46608946,.46630728,.44704264,.42285714,.42142856,.38530067,.36806342,.34101382,.33986175,.064576335,.060656961,.055244494,.055057857,PLFS_1920,July 2019 - June 2020,ASSAM,18
22055,5418,4472,945,5937,4632,1304,7960,6395,1563,8406,6466,1938,8522,6838,1682,8938,6889,2047,4907,3839,1067,5067,3968,1098,7880,6086,1792,8756,6819,1935,7880,6086,1792,8756,6819,1935,17247,8678,8566,.70628124,.68065327,.64302033,.62271571,.66424257,.63576627,.57868892,.56041569,.34423378,.3141416,.29379022,.28451324,.71636254,.6992963,.65198815,.63079196,.67237628,.65399241,.58190352,.56298578,.53376353,.51532608,.45724821,.44238305,.6728586,.60460651,.61272323,.59542412,.63702983,.56183118,.56744188,.55142117,.15222974,.11031987,.12818117,.12456223,PLFS_1920,July 2019 - June 2020,WEST BENGAL,19
12509,3085,2288,797,3642,2440,1202,3998,3033,965,4480,3129,1351,4290,3290,1000,4745,3361,1384,2764,2033,731,2793,2050,743,3755,2847,908,4216,3266,950,3755,2847,908,4216,3266,950,8879,4431,4446,.81294644,.77163583,.74380827,.73608524,.76754481,.71911424,.6624763,.65559775,.41018131,.34744903,.31456244,.31129631,.77980185,.7543686,.72005618,.71408498,.72597444,.69544071,.62767911,.62247396,.55066574,.51636201,.46264952,.45881292,.88971132,.82590675,.81828195,.80506611,.86849713,.79699999,.78210527,.76947367,.27035537,.17926227,.16711651,.16441746,PLFS_1920,July 2019 - June 2020,JHARKHAND,20
15014,4244,3147,1096,4710,3288,1421,5434,4067,1365,5788,4112,1674,5946,4478,1461,6275,4500,1768,3714,2742,971,3781,2792,988,5015,3760,1253,5784,4393,1384,5015,3760,1253,5784,4393,1384,11328,5638,5681,.81375259,.78100848,.7539382,.74057829,.7505976,.71375716,.65369987,.64211619,.41578391,.3746469,.33377472,.32786018,.79961091,.77378905,.74255317,.72925532,.73066664,.7027691,.63555658,.62417483,.58318555,.55817664,.49521106,.48634267,.84886497,.80293041,.78850758,.77494013,.80373305,.75017112,.71387285,.70158958,.25013202,.19292378,.17391305,.17092061,PLFS_1920,July 2019 - June 2020,ORISSA,21
9856,3358,2032,1326,3622,2145,1477,4335,2755,1580,4494,2791,1703,4526,2904,1622,4678,2933,1745,2556,1659,897,2594,1684,910,3682,2486,1196,4045,2775,1270,3682,2486,1196,4045,2775,1270,7365,3676,3689,.80596352,.77462512,.70450842,.69418794,.77426249,.74193549,.64128554,.63189125,.49178547,.45594025,.35220638,.34704685,.76854175,.73756808,.67739338,.66733706,.73133308,.6997245,.60684687,.59783787,.58351469,.55277473,.45810664,.45130578,.867293,.83924049,.76086956,.75,.84641832,.81750923,.71653545,.70629919,.40037951,.359447,.24667932,.24315533,PLFS_1920,July 2019 - June 2020,CHATTISGARH,22
21251,6171,4505,1665,6893,4743,2149,8015,5964,2049,8595,6081,2512,8422,6305,2115,8963,6392,2569,5184,3798,1386,5379,3948,1431,7421,5574,1845,8289,6310,1977,7421,5574,1845,8289,6310,1977,15800,8133,7664,.80197787,.76993138,.72483492,.69855815,.76905054,.73272383,.64893234,.62540716,.43626583,.39056963,.34044304,.32810128,.77997041,.75536555,.70828849,.68137783,.74202126,.71451229,.62567353,.60190177,.58317965,.55391616,.48542973,.46698636,.85549361,.81259149,.77560973,.75121951,.83651227,.78723407,.72382396,.7010622,.28040189,.21724948,.18671712,.18084551,PLFS_1920,July 2019 - June 2020,MADHYA PRADESH,23
15140,3849,2704,1144,4111,2764,1346,5997,4522,1474,6220,4539,1680,6164,4669,1494,6385,4684,1700,3731,2514,1216,3794,2560,1233,5986,4410,1575,6207,4602,1604,5986,4410,1575,6207,4602,1604,11441,5902,5537,.66093248,.64182091,.63381225,.62328768,.64385277,.62443221,.61124539,.60109556,.35932174,.33642164,.33161438,.32610786,.60894471,.59796548,.58049887,.570068,.59009391,.57913899,.5562799,.5462842,.46831584,.45814979,.43375129,.42595729,.8011905,.77611941,.78285712,.77206349,.79176468,.76572961,.76870322,.75810474,.24309193,.20661008,.22268376,.21961351,PLFS_1920,July 2019 - June 2020,GUJARAT,24
1157,124,87,37,230,127,103,492,406,86,555,407,148,511,423,88,574,424,150,122,82,40,129,89,40,489,401,88,513,422,91,489,401,88,513,422,91,880,498,382,.41441441,.25203252,.26380369,.24948876,.40069687,.24266145,.25146198,.23781677,.26136363,.14090909,.1465909,.13863637,.31203932,.21428572,.22194514,.20448878,.2995283,.20567375,.21090047,.1943128,.25502008,.1746988,.17871486,.16465864,.69594592,.43023255,.45454547,.45454547,.68666667,.42045453,.43956044,.43956044,.2696335,.096858636,.10471204,.10471204,PLFS_1920,July 2019 - June 2020,D & N. HAVELI & DAMAN & DIU,25
30585,8229,5295,2933,8403,5405,2997,12536,8562,3973,12629,8601,4027,13017,8923,4093,13099,8951,4147,7312,4755,2556,7439,4846,2592,11643,8049,3593,12762,8895,3866,11643,8049,3593,12762,8895,3866,22713,11579,11132,.66537333,.65642947,.63892466,.62801683,.64149934,.6321733,.58290237,.57295096,.36996433,.36230353,.32752168,.32193017,.62841529,.61843026,.60206234,.5907566,.60384315,.59341031,.54480046,.53456998,.46679333,.45729336,.41851628,.41065723,.74422646,.73823309,.7214027,.71138322,.72269112,.71658927,.6704604,.66114849,.26922387,.26347467,.23284225,.22960834,PLFS_1920,July 2019 - June 2020,MAHARASHTRA,27
13885,4146,2652,1494,4284,2738,1546,5841,3906,1935,5921,3941,1980,6233,4170,2063,6291,4189,2102,3519,2290,1229,3588,2339,1249,5388,3672,1716,6061,4143,1918,5388,3672,1716,6061,4143,1918,10733,5301,5432,.72352642,.70980996,.66592425,.65311801,.68097281,.66516924,.59198153,.58059728,.39914283,.38628528,.33429611,.32786733,.69474751,.67895544,.63698256,.62363833,.65361661,.63597125,.56456673,.55273956,.51650631,.50028294,.44123751,.43199396,.78080809,.772093,.7278555,.71620047,.73549002,.72418809,.65119916,.64077163,.28460974,.27503681,.22993372,.22625184,PLFS_1920,July 2019 - June 2020,ANDHRA PRADESH,28
15942,4210,2907,1302,4363,2973,1389,6346,4495,1849,6465,4528,1935,6609,4691,1916,6718,4716,2000,3830,2654,1175,3889,2693,1195,6172,4406,1764,6522,4669,1851,6172,4406,1764,6522,4669,1851,11937,5973,5960,.67486465,.66341001,.63010371,.62054437,.64944923,.63701016,.59628946,.5872432,.36550221,.35268492,.32579374,.32085115,.65658128,.64671856,.61121196,.60236043,.63040709,.61969727,.57678306,.56843007,.49773982,.4866901,.4508622,.44433284,.71782947,.70416439,.67743766,.66609979,.69450003,.67954069,.64559698,.63479203,.23305368,.21845637,.20050335,.19714765,PLFS_1920,July 2019 - June 2020,KARNATAKA,29
1800,260,181,79,273,192,81,672,491,181,673,492,181,740,533,207,740,533,207,200,144,56,209,152,57,630,469,161,720,525,195,630,469,161,720,525,195,1380,700,680,.40564635,.38690478,.33174604,.31746033,.36891893,.35135135,.29027778,.27777779,.19782609,.1884058,.15144928,.14492753,.39024389,.36863545,.32409382,.30703625,.36022514,.33958724,.28952381,.2742857,.2742857,.25857142,.21714285,.20571429,.44751382,.4364641,.35403726,.34782609,.39130434,.38164252,.2923077,.2871795,.11911765,.11617647,.083823532,.082352944,PLFS_1920,July 2019 - June 2020,GOA,30
405,58,52,6,66,58,8,127,97,30,130,98,32,151,112,39,153,112,41,42,38,4,49,45,4,119,91,28,151,113,38,119,91,28,151,113,38,297,133,164,.50769234,.4566929,.41176471,.35294119,.43137255,.38410595,.3245033,.2781457,.22222222,.1952862,.16498317,.14141414,.59183675,.53608245,.49450549,.41758242,.51785713,.4642857,.39823008,.33628318,.43609023,.39097744,.33834586,.2857143,.25,.2,.14285715,.14285715,.19512194,.15384616,.10526316,.10526316,.048780486,.036585364,.024390243,.024390243,PLFS_1920,July 2019 - June 2020,LAKSHDWEEP,31
16543,2978,2312,666,3524,2488,1036,5095,3686,1409,5554,3781,1773,5810,4036,1774,6201,4095,2106,2490,1800,690,2669,1928,741,4830,3364,1466,5872,4007,1865,4830,3364,1466,5872,4007,1865,11674,5383,6290,.63449764,.58449459,.55258799,.51552796,.56829542,.51256454,.45452997,.42404631,.3018674,.25509679,.22862773,.21329451,.65802699,.62723821,.57312721,.53507727,.60757023,.57284439,.48115799,.44921386,.46219581,.42950028,.35816458,.33438602,.58432037,.47267565,.50545704,.47066849,.49192783,.37542278,.39731905,.36997318,.16470589,.10588235,.11780604,.10969793,PLFS_1920,July 2019 - June 2020,KERALA,32
22889,5633,3506,2126,5991,3635,2355,9412,6268,3143,9649,6308,3340,10085,6701,3383,10270,6720,3549,4865,3012,1853,4981,3088,1893,8840,5906,2933,9923,6647,3275,8840,5906,2933,9923,6647,3275,17330,8468,8861,.62089336,.59849131,.56346154,.55033934,.58334959,.55855232,.50196511,.49027511,.3457011,.32504329,.28742066,.28072706,.5762524,.55934906,.52285808,.50998986,.54092264,.52320552,.46457049,.45313674,.42926311,.4140293,.36466697,.35569203,.70508981,.67642379,.64541423,.63177633,.66356719,.62843633,.57801527,.5658015,.26577136,.23992777,.21363278,.2091186,PLFS_1920,July 2019 - June 2020,TAMIL NADU,33
1993,245,163,82,264,178,86,719,479,240,721,480,241,780,514,266,782,515,267,192,130,62,204,139,65,666,451,215,755,511,244,666,451,215,755,511,244,1456,692,764,.36615813,.34075105,.3063063,.2882883,.33759591,.31410256,.27019867,.25430465,.18131869,.16826923,.1401099,.13186814,.37083334,.34029227,.308204,.28824833,.34563106,.31712061,.27201566,.25440314,.25722542,.23554914,.20086706,.18786128,.35684648,.34166667,.30232558,.2883721,.32209739,.30827066,.26639345,.25409836,.11256544,.10732985,.085078537,.081151836,PLFS_1920,July 2019 - June 2020,PONDICHERRY,34
1748,259,212,47,278,221,57,682,521,161,698,525,173,791,562,229,802,563,239,208,169,39,216,174,42,659,497,162,792,562,230,659,497,162,792,562,230,1357,683,674,.3982808,.37976539,.32776934,.31562975,.3466334,.32743362,.27272728,.26262626,.20486367,.19086219,.15917465,.15327929,.42095238,.40690979,.35010061,.34004024,.39253998,.37722421,.30960855,.30071175,.32357249,.3103953,.25475842,.24743778,.32947975,.29192546,.25925925,.24074075,.23849373,.20524018,.18260869,.16956522,.08456973,.069732934,.06231454,.0578635,PLFS_1920,July 2019 - June 2020,A & N ISLANDS,35
9982,2792,1678,1113,2859,1711,1147,4197,2721,1475,4250,2741,1508,4570,2991,1578,4618,3007,1610,2670,1634,1035,2702,1659,1042,4084,2682,1401,4545,3002,1542,4084,2682,1401,4545,3002,1542,7679,3921,3756,.67270589,.66523707,.66160625,.6537708,.6190992,.61094093,.59449947,.58745873,.3723141,.36358902,.35186872,.34770152,.62422472,.61668503,.61856824,.60924685,.56900567,.56101638,.55263156,.54430377,.43636829,.42795205,.42310634,.41673043,.7606101,.75457627,.74375445,.73875803,.71242237,.70532322,.67574579,.67120624,.30537805,.29632589,.27742279,.2755591,PLFS_1920,July 2019 - June 2020,TELANGANA,36
14851,2985,2497,487,4593,2935,1655,4606,3858,747,5870,3979,1888,5082,4124,957,6295,4207,2085,3599,2399,1198,3701,2496,1203,5262,3805,1455,5785,4114,1669,5262,3805,1455,5785,4114,1669,11001,5653,5344,.78245318,.64806771,.70334476,.6839605,.72962672,.58736718,.63975799,.62212616,.4175075,.27133897,.33642396,.32715207,.7376225,.64722657,.65597898,.63048619,.6976468,.60548013,.60670882,.58313078,.51919335,.44171238,.44153547,.42437643,.876589,.65194112,.8268041,.82336771,.79376501,.50888193,.72079086,.71779507,.30969313,.091130242,.22511227,.22417665,PLFS_2021,July 2020 - June 2021,JAMMU & KASHMIR,1
264,44,35,9,83,47,36,98,70,28,120,72,48,104,73,31,125,74,51,52,29,23,71,42,29,112,71,41,119,74,45,112,71,41,119,74,45,198,101,97,.69166666,.44897959,.6339286,.4642857,.66399997,.42307693,.59663868,.43697479,.41919193,.22222222,.35858586,.26262626,.65277779,.5,.59154928,.40845069,.63513511,.47945204,.56756759,.3918919,.46534654,.34653464,.41584158,.28712872,.75,.32142857,.70731705,.56097561,.70588237,.29032257,.64444447,.51111114,.37113401,.092783503,.29896906,.2371134,PLFS_2021,July 2020 - June 2021,LADAKH,37
